elo,moves,opening,termination
1757,e4 d5 exd5 Qxd5 Nf3 e5 Nc3 Qe6 Be2 Nc6 d3 f5 O-O Nf6 Bg5 Bd7 Re1 O-O-O Be3 h6 Nb5 a6 Na3 f4 Bd2 g5 Bf1 Qf5 Nc4 e4 dxe4 Nxe4 Bd3 Re8 Bc3 Bc5 Bxh8 Bxf2+ Kh1 Bxe1 Qxe1 Ng3+ Qxg3 Qxd3 cxd3 fxg3 Bc3 gxh2 Kxh2 b5 Ncd2 b4 Bg7 Bf5 Rc1 Nd8 Ne4 Ne6 Nd6+ 1-0,Scandinavian Defense: Mieses-Kotroc Variation,Normal
1897,d4 d5 c4 e6 Nc3 c6 f3 Qh4+ g3 Qf6 e4 dxe4 fxe4 Bb4 e5 Qd8 a3 Ba5 b4 Bc7 c5 Ne7 Bc4 O-O Nf3 b6 O-O Nd5 Ne4 f6 exf6 Nxf6 Bg5 h6 Bxf6 gxf6 Qb3 Kg7 Bxe6 Re8 Bxc8 Qxc8 Rae1 Qg4 Nxf6 Kxf6 Ne5+ Qf5 Rxf5+ Kxf5 Qf7+ 1-0,Semi-Slav Defense: Accelerated Move Order,Normal
1820,e4 d6 d4 Bd7 Nf3 c5 dxc5 dxc5 Bc4 e6 O-O Qc7 Nc3 a6 Be3 Nc6 Qd2 O-O-O Bf4 Bd6 Qxd6 Qxd6 Bxd6 b5 Be2 Nb4 Bxc5 Nc6 Rfd1 Nf6 Bd6 Kb7 e5 Ne8 Ne4 h6 Nc5+ Kb6 Nxd7+ Rxd7 Bc5+ Kc7 Rxd7+ Kxd7 Rd1+ Kc7 Nd4 Nxe5 f4 Nd7 Bb4 Nef6 Bf3 1-0,Pirc Defense #5,Time forfeit
1634,e3 c5 d4 cxd4 exd4 Nc6 Nf3 d5 Be2 e6 O-O Bd7 Bd2 Bd6 Nc3 Qc7 g3 O-O-O Ne5 f5 Nxd7 Rxd7 Bf4 g5 Bxd6 Qxd6 Nb5 Qb8 Qd3 Nge7 Nc3 g4 f3 h5 fxg4 hxg4 Rfe1 Rh3 Qe3 Qd6 Nb5 Qc7 Nxa7+ Kb8 Nb5 Qd8 Nd6 Qh8 Qf2 Nxd4 c3 Nc2 Qb6 Nxe1 Nf7 Nf3+ Bxf3 Qh7 Bxd5 Rxh2 Nd6 Rh1+ Kf2 Qh2+ Ke3 Rxa1 Kd4 Qd2+ Kc4 Qxd5+ Kb4 Qc6 Qxb7+ Rxb7+ Nxb7 Qxb7+ Kc4 Rb1 Kd3 Rxb2 Ke3 Rb1 Kf4 Rf1+ Kg5 Qf3 Kf6 Rh1 Kg5 Rh6 Kxh6 Qxg3 Kg7 Qh3 0-1,Van't Kruijs Opening,Time forfeit
1581,e4 e5 Nf3 Nc6 Nc3 Nf6 Nxe5 Nxe5 d4 Nc6 d5 Ne5 f4 Ng6 e5 Ng8 d6 cxd6 exd6 Qf6 Nb5 Nxf4 Nc7+ Kd8 Bc4 Nxg2+ Ke2 Qe5+ Kf2 Bxd6 Qf3 b6 Nxa8 Nf6 Qxg2 Ne4+ Kg1 Bb7 Qg5+ f6 Qxe5 fxe5 Bd3 Bc5+ Kg2 Rf8 Bxe4 Rf2+ Kg3 Bxe4 Be3 Rf3+ 0-1,Four Knights Game: Halloween Gambit,Time forfeit
1764,e4 d5 exd5 Qxd5 Nc3 Qd8 Nf3 e6 d4 Nf6 Bg5 Be7 Bd3 O-O h4 Nbd7 Qd2 c5 O-O-O cxd4 Nxd4 Ne5 g4 Nfxg4 Rhg1 Nxd3+ cxd3 Bxg5 hxg5 Qxd4 Ne4 Ne5 Qf4 Nxd3+ Rxd3 Qxd3 Nf6+ gxf6 gxf6+ Kh8 Qh6 Qf1+ Rxf1 Rg8 Rh1 Bd7 Qxh7# 1-0,Scandinavian Defense: Mieses-Kotroc Variation,Normal
1670,c3 e6 b4 c5 Bb2 cxb4 a3 bxa3 Nxa3 Nf6 e3 Be7 Nf3 Nc6 Bd3 b6 Nb5 Bb7 Qc2 d5 Ng5 g6 h4 a6 Nd4 Nxd4 cxd4 Rc8 Qb3 O-O f4 Ng4 O-O b5 Be2 Nh6 Bf3 Nf5 Ba3 Bxa3 Rxa3 Rc4 Rfa1 Qc7 Rxa6 Rc8 Nxe6 Bxa6 Nxc7 R8xc7 Rxa6 Rc1+ Kh2 1-0,Saragossa Opening,Time forfeit
1897,d4 d5 e3 Nf6 c3 Bf5 Nd2 e6 Ngf3 c5 Be2 Nc6 h3 Bd6 g4 Bg6 Rg1 Qc7 h4 h6 g5 hxg5 hxg5 Ne4 Nxe4 Bxe4 Nd2 Bg6 Bf3 O-O-O dxc5 Bxc5 Nb3 Bb6 a4 a6 Bd2 Na5 Nd4 Bxd4 cxd4 Nc4 Rc1 Kb8 b3 Nxe3 Bxe3 Qa5+ Bd2 Qb6 Rg4 Bf5 Rf4 Rc8 b4 Rxc1 Qxc1 Rc8 Qa3 a5 bxa5 Qb1+ Ke2 Rc2 Qd6+ Ka7 Qb6+ Qxb6 axb6+ Kxb6 a5+ Ka6 Kd1 Rc4 Be2 1-0,Queen's Pawn Game #3,Normal
1615,d4 d5 c4 e6 Nc3 Be7 Nf3 a6 Bd2 h6 cxd5 exd5 e3 Nf6 Bd3 O-O O-O Nbd7 Rc1 c6 Ne5 Nxe5 dxe5 Nd7 f4 Nc5 Bb1 f6 b4 Ne4 Bxe4 dxe4 exf6 Bxf6 Nxe4 Bf5 Nxf6+ Qxf6 Qb3+ Kh8 Bc3 Qg6 Qb2 Rg8 Rf3 Be4 Rg3 Qf7 Be5 Kh7 Qd4 Bd5 e4 Bxa2 f5 g6 fxg6+ Rxg6 Rxg6 Qxg6 Qd7+ Qf7 Qd2 Be6 Rf1 Qg8 Bd6 Qg5 Qd3 h5 e5+ Qg6 Qxg6+ Kxg6 Rf6+ Kg5 Rxe6 a5 bxa5 Rxa5 Re7 Rb5 h3 Kf5 Rh7 Kg6 Rh8 Rb1+ Kh2 b5 e6 Rd1 e7 Re1 e8=Q+ Rxe8 Rxe8 Kf7 Re7+ Kf6 Kg3 b4 Bxb4 Kg6 Kh4 Kf5 Kxh5 Kf6 g4 c5 0-1,Queen's Gambit Declined: Charousek (Petrosian) Variation,Time forfeit
1515,e4 c6 d4 d5 e5 f6 f4 e6 Nf3 Be7 Bd3 Nh6 Nh4 Nd7 Qh5+ Nf7 f5 exf5 Nxf5 g6 Ng7+ Kf8 Ne6+ Ke8 Bxg6 fxe5 Bxf7# 1-0,Caro-Kann Defense: Advance Variation,Normal
1336,e4 h6 f4 e6 Nf3 b6 d4 Ba6 c4 c6 Nc3 Bb4 Bd2 Bxc3 Bxc3 Nf6 Qc2 d6 f5 Ng4 h3 Ne3 Qe2 Nxf1 Qxf1 d5 fxe6 fxe6 Qd3 Bxc4 Qc2 O-O O-O-O b5 b3 dxe4 Ne5 Bd5 Ng6 Qg5+ Bd2 Qxg6 g4 Nd7 Bb4 Rf3 Qg2 a5 Bd6 b4 Rdg1 Rc3+ Kd2 e3+ Ke2 Bxg2 0-1,Carr Defense,Normal
2195,d4 d6 c3 e6 c4 Ne7 Nc3 Nd7 e4 a6 f4 b6 Nf3 h6 Bd3 g6 Be3 Bg7 Qc2 Bb7 f5 O-O fxg6 Nxg6 e5 dxe5 dxe5 Ngxe5 Nxe5 Nxe5 O-O-O Nxd3+ Rxd3 Qf6 Rf1 Qg6 Rd2 Qxc2+ Kxc2 Rad8 Kb3 Rxd2 Bxd2 Bxg2 Bf4 Bxf1 Bxc7 Bxc3 Bxb6 Be5 c5 Rc8 Kb4 Bxb2 a4 Rb8 Ka5 Bc3# 0-1,Queen's Pawn,Normal
1468,d4 d5 c4 Nc6 c5 Nf6 b4 Bf5 Nc3 e6 e3 g6 h3 Bh6 g4 Be4 f3 Bxf3 Qxf3 Nxb4 Qe2 Bg5 Nf3 Ne4 Nxe4 dxe4 Ne5 f6 Qb5+ Nc6 Nxc6 bxc6 Qxc6+ Kf7 Qxe4 Re8 Bc4 Qb8 O-O Bh4 Qf3 Qb4 Qxf6+ Bxf6 Bd3 Qc3 Be2 Qxa1 g5 Qxa2 Rxf6+ Ke7 Bg4 Rab8 Rxe6+ Qxe6 Bxe6 Kxe6 0-1,Queen's Gambit Refused: Chigorin Defense,Normal
1307,d4 e6 e3 d5 Be2 Bb4+ c3 Bf8 Nf3 Bd6 O-O Qf6 h3 g5 b4 h5 Ne5 g4 h4 Qxh4 g3 Qh3 Nd2 h4 gxh4 f6 f3 fxe5 dxe5 Qg3+ Kh1 Bxe5 Rg1 Qh2# 0-1,Horwitz Defense,Normal
1602,e4  c6  Bc4?!  d5  exd5  cxd5  Bd3?!  Nc6  Nf3  Nf6?!  O-O  e5  Bb5  Bd7?  Bxc6  Bxc6  Nxe5  Bd6  Nxc6  bxc6  Re1+  Be7?!  d4  O-O  c3  Qc7  Qf3?!  Bd6  g3  Rab8  b4  Ne4  Qg4?!  Rfe8  Bh6?  g6?  Qf3  Nd2??  Rxe8+  Rxe8  Qf6?  1-0,Caro-Kann Defense: Hillbilly Attack,Normal
1714,g3 d5 Bg2 c6 Nc3 e5 e3 Bd6 d4 Nf6 Nge2 Bg4 O-O e4 f3 Bh5 fxe4 dxe4 Rf2 O-O Qf1 Nbd7 Nf4 Ng4 Nxh5 Nxf2 Qxf2 Qg5 Nf4 Nf6 Nxe4 Ng4 Nxg5 Nxf2 Kxf2 h6 Ne4 Bc7 Nc5 b6 Ncd3 f5 c4 g5 Ne6 Rf7 Nb4 Bd6 Nxc6 Raf8 c5 bxc5 dxc5 Bc7 Nxf8 Kxf8 b4 f4 Nd4 fxg3+ Ke2 Rf2+ Kd3 Rxg2 Bb2 gxh2 Nf3 g4 Nxh2 Rxh2 Rf1+ Kg8 Rf6 Rxb2 Rg6+ Kh7 Rxg4 Rxa2 Kc4 a6 Kd5 Ra4 Kc4 a5 Kb5 Rxb4+ Kc6 Rxg4 Kxc7 a4 c6 h5 Kb7 h4 c7 Rc4 0-1,Hungarian Opening: Slav Formation,Normal
1251,f4 g6 e3 Bg7 d4 d5 Nf3 Nf6 Ne5 O-O Nc3 Bg4 Be2 Be6 Bg4 Nxg4 Nxg4 f5 Ne5 Na6 O-O c5 dxc5 Nxc5 Nb5 g5 Nd4 gxf4 Nxe6 Nxe6 exf4 Qb6+ Kh1 Nc5 Qxd5+ e6 Qd1 Ne4 Nd7 Rad8 Nxb6 Rxd1 Rxd1 Nf2+ Kg1 Nxd1 Nd7 Bd4+ Kf1 Rf7 Ne5 Rg7 c3 Bf2 Ke2 Rxg2 Kxd1 Rg1+ Ke2 Rg2 Nd3 Bg3+ Kf1 Rxh2 Nc5 h5 Nxe6 h4 Ng5 Rh1+ Kg2 Rh2+ Kg1 h3 Be3 Rg2+ Kh1 Rh2+ Kg1 Rg2+ Kh1 Rh2+ Kg1 Rg2+ Kh1 Rh2+ Kg1 Rg2+ Kh1 Re2 Rg1 h2 Rxg3 Re1+ Kxh2 b5 Nf3+ Kf7 Nxe1 Kf6 Bd4+ Ke6 Bxa7 b4 cxb4 Kd5 b5 Ke4 b6 Kxf4 Rf3+ Ke4 b7 f4 b8=Q Kd5 Rxf4 Kc6 Rd4 1/2-1/2,Bird Opening,Normal
1428,e4 e5 Nf3 Nc6 Bb5 d6 Bxc6+ bxc6 d3 Bg4 Nc3 h6 h3 Bh5 O-O Nf6 a3 Be7 Qd2 Qd7 Qe3 O-O d4 Nh7 dxe5 Bg5 Qd3 d5 exd5 Bg6 Qe2 c5 Bxg5 hxg5 Rfe1 a6 e6 fxe6 Ne5 Qe8 Nxg6 Qxg6 Qxe6+ Qf7 Qxf7+ Kxf7 Re6 Nf6 Rc6 Rac8 Rxc5 Nd7 Rc6 Nb6 Re1 Rfe8 Rxe8 Kxe8 Rg6 Kf7 Rxg5 Kf6 Rg3 Nc4 b4 Nxa3 Ne4+ Ke5 Rxa3 Kxe4 c4 Kd4 b5 axb5 cxb5 Kxd5 Rg3 Rg8 Kf1 Kc5 Rg5+ Kb6 Ke2 c6 bxc6 Kxc6 Ke3 Re8+ Kf4 Rf8+ Kg4 Kd6 Kh5 Rf7 Kg6 Ke6 Kh5 Rf6 f3 Rh6+ Kg4 Kf6 f4 g6 f5 gxf5+ Rxf5+ Ke6 Rf2 Rg6+ Kh5 Rg3 h4 Ke5 Kh6 Ke4 h5 Ke3 Ra2 Kf4 Kh7 Rg5 h6 Kg4 Kh8 Rh5 h7 Rh6 Kg7 Kg5 h8=Q Rxh8 Kxh8 Kg4 Kh7 Kg3 Kh6 Kg4 Kg6 Kf4 Ra3 Kg4 g3 Kh3 Kh5 1-0,Ruy Lopez: Steinitz Defense,Normal
1697,d4 d5 f4 Nf6 Nf3 g6 e3 Bg7 Bd3 O-O Nc3 Nbd7 Bd2 a6 Qe2 c5 dxc5 Nxc5 O-O b5 Rad1 Qb6 Kh1 Nfe4 Nxd5 Qe6 Nc7 Qxa2 Nxa8 Bg4 Nb6 Bxb2 Bxe4 Nxe4 h3 Ng3+ Kh2 Nxe2 hxg4 Rd8 Rf2 Nc3 Bxc3 Rxd1 Bxb2 Qxb2 Nd4 Qc3 Nd5 Qc5 c4 bxc4 Nc3 Rd3 Ne4 Qc7 g3 Rxe3 Ng5 Qc5 Ndf3 c3 Ne5 f6 Ne6 Qd6 Nc4 Qxe6 Nxe3 Qxe3 Rf3 Qxf3 0-1,Queen's Pawn Game,Normal
1513,e4 c5 Nf3 Nc6 Bb5 e6 Bxc6 bxc6 e5 d5 exd6 Bxd6 O-O Nf6 Re1 O-O d3 Bb7 Bg5 h6 Bh4 Be7 Nc3 Nd5 Bxe7 Qxe7 Ne4 Rfd8 Ne5 Nf6 Qf3 Rab8 Rab1 Nxe4 Qxe4 f6 Ng6 Qf7 Nf4 e5 Nh3 c4 f4 c5 Qe2 cxd3 cxd3 a5 fxe5 fxe5 Qxe5 Re8 Qg3 Qd5 Rxe8+ Rxe8 Nf4 Qd4+ Kh1 Rf8 Ne6 Qf6 Nxf8 Qxf8 Kg1 Qd8 Rf1 Qd4+ Qf2 Qxf2+ Rxf2 Bc6 Rc2 Bb5 Rxc5 Ba4 Rxa5 Bd7 Ra8+ Kh7 Ra7 Bf5 0-1,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,Time forfeit
1392,b3 d5 Bb2 e6 e4 Nf6 e5 Ne4 d3 Nc5 b4 Ncd7 d4 Bxb4+ c3 Be7 Nf3 O-O h4 f6 g4 fxe5 g5 exd4 Nxd4 e5 Ne6 Qe8 Nxf8 Qxf8 Qh5 Nc5 Be2 e4 g6 h6 Qxd5+ Kh8 h5 Be6 Qe5 Bf6 Qxc7 Nd3+ Bxd3 exd3 Qxb7 Nd7 Qf3 Re8 Qxd3 Bf5+ Kd2 Bxd3 Kxd3 Qd6+ Kc2 Re2+ Kb3 Qb6+ Ka3 Nc5 Rh2 Qa5# 0-1,French Defense: Horwitz Attack Papa-Ticulat Gambit,Normal
1704,Nf3 d5 d3 c5 Nbd2 Nc6 b3 e5 Bb2 Bd6 e4 d4 c3 Nge7 cxd4 cxd4 Nc4 O-O Ba3 Bxa3 Nxa3 f5 Be2 fxe4 dxe4 Ng6 O-O Nf4 Nc4 Qf6 Re1 Be6 Bf1 Rad8 g3 Ng6 Ncd2 Bg4 Qc2 Bxf3 Nxf3 Qxf3 Qc4+ Kh8 Qe6 Qxf2+ Kh1 Rf6 Qh3 Rdf8 Bc4 Qf3+ Kg1 Nce7 Rf1 Qe3+ Kh1 Rxf1+ Rxf1 Qxe4+ Kg1 Rxf1+ Qxf1 Qe3+ Kg2 h6 Qf7 Qe4+ Kg1 d3 Qe8+ Kh7 Qd8 Qe1+ Kg2 d2 Bd3 d1=Q Bxg6+ Nxg6 Qxd1 Qxd1 Kh3 Qh5+ Kg2 Qe2+ Kh3 Qxa2 g4 Qxb3+ Kg2 Qc4 h3 Qf4 Kg1 Nh4 Kh1 Qf3+ Kh2 Qg2# 0-1,Zukertort Opening: Old Indian Attack,Normal
1641,e4 e5 Nf3 Nf6 Nxe5 Qe7 Nf3 Nxe4 Be2 d5 d3 Nd6 O-O c6 h3 Be6 Bf4 Nd7 a4 f6 b4 g5 Bh2 g4 hxg4 Bxg4 Nbd2 Rg8 Bg3 O-O-O c4 dxc4 dxc4 Ne5 Nxe5 fxe5 Bxg4+ Kb8 Qe2 Qg5 Bh3 h5 Qxe5 Qxe5 Bxe5 Ka8 Nf3 Ne4 b5 Bc5 Rae1 Nc3 bxc6 bxc6 a5 Na2 Bf6 Rdf8 Bh4 Rxf3 Kh2 Rc3 Ra1 Rc2 f4 Nc3 f5 Ne4 f6 Bd6+ Kg1 Bc5+ Kh1 Ng3+ Bxg3 Rxg3 f7 Bf8 Kh2 Rg7 Rae1 Bd6+ Kh1 Kb7 f8=Q Bxf8 Rxf8 Rxc4 Rf5 Rh7 Ree5 c5 Rxc5 Rxc5 Rxc5 1-0,Petrov's Defense #2,Normal
1759,e4 c5 Ne2 d6 g3 Nf6 Bg2 g6 d3 Bg7 c3 a6 O-O Nc6 Bg5 O-O a4 Bd7 Nd2 Rb8 a5 Nxa5 b4 cxb4 cxb4 Nc6 Rb1 h6 Bxf6 Bxf6 Nc4 Ne5 Kh1 Bb5 Nxe5 Bxe5 d4 Bxe2 Qxe2 Bxd4 Qc4 Bg7 f4 Qc8 Qd5 Qc6 Qd3 Rfc8 f5 Qc3 Qxc3 Rxc3 fxg6 fxg6 b5 a5 Ra1 b6 Rab1 Rf8 Rxf8+ Kxf8 Rf1+ Ke8 Rb1 e6 Kg1 Ke7 Kf1 Bd4 Rd1 Bc5 Re1 Re3 Rxe3 Bxe3 Ke2 Bc5 Kd3 Kf6 g4 h5 gxh5 gxh5 h3 h4 Bf3 Ke5 Bg4 d5 exd5 exd5 Bd7 a4 Kc3 Ke4 Bc6 Ke5 Kd3 d4 Bf3 Kf4 Bg4 a3 Kc2 Ke3 Kb3 Kd2 Bf5 d3 Kc4 a2 Bxd3 a1=Q Bf5 Qc3+ Kd5 Qd4+ Kc6 Qd6+ Kb7 Bd4 Bg4 Qe7+ Kc6 Qc5+ Kb7 Kc3 0-1,Sicilian Defense: Keres Variation,Time forfeit
1553,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 Bc5 Bxf7+ Ke7 Bd5 Nd4 c3 Nc6 O-O Rf8 b4 Bd6 b5 Nb8 d4 c6 dxe5 Bxe5 f4 Bc7 Bb3 h6 e5 Ng8 Ne4 d5 Ba3+ 1-0,Italian Game: Two Knights Defense Traxler Counterattack Bishop Sacrifice Line,Normal
1527,e4 d5 exd5 Qxd5 Nf3 Qe6+ Be2 Nc6 O-O Qg6 Kh1 Bd7 Nc3 O-O-O Bd3 Qf6 Re1 Nd4 Nxd4 Qxd4 Re4 Qb6 Nd5 Qc5 c3 Bc6 b4 Qd6 c4 e6 c5 Qxd5 Rg4 Qxd3 Bb2 Nf6 Rg3 Qd5 Bxf6 gxf6 d3 h5 f3 h4 Rg4 f5 Rc4 Bb5 Rc3 Bg7 a4 Bxc3 0-1,Scandinavian Defense: Mieses-Kotroc Variation,Normal
1773,d4  e6  c4  Nf6  Nc3  Bb4  Nf3  d5  e3  O-O  Qc2  Nc6  a3  Bxc3+  bxc3  Re8  cxd5  exd5  c4  Bg4  h3?  Bxf3  gxf3  dxc4?!  Bxc4  Nxd4  Qa2?  Nxf3+  Ke2  Ne5  Bb3??  Qd3+  Ke1  Nf3# 0-1,Nimzo-Indian Defense: Normal Variation Ragozin Variation,Normal
1251,d4 e6 e4 c6 e5 d5 h4 Bb4+ c3 Ba5 Nf3 Qc7 b4 Bb6 a4 a5 Ba3 axb4 Bxb4 c5 Ba3 cxd4 cxd4 Ba5+ Ke2 b6 Bd6 Qd7 Ke3 Qd8 Bb5+ Bd7 Ng5 Bxb5 axb5 Nd7 Nc3 h6 Nf3 Bxc3 Rxa8 Qxa8 Kf4 g5+ Kg3 g4 Kxg4 h5+ Kg3 Nh6 Kh2 Ng4+ Kg3 Qa3 Bxa3 f6 Bd6 fxe5 Nxe5 Ndxe5 dxe5 Kd7 Qd3 Bxe5+ Bxe5 Nxe5 Qd1 Rg8+ Kh2 Ng4+ Kg3 Ne3+ Kf3 Nxd1 Rxd1 Rf8+ Kg3 Rg8+ Kh2 Rg4 g3 Rb4 Ra1 Rxb5 Ra7+ Kc6 Rh7 d4 Rxh5 Rxh5 Kh3 Re5 g4 Re2 Kg2 Re5 g5 Rf5 f3 d3 Kf2 Kc5 Ke1 Kc4 Kd2 Rxf3 g6 Rg3 h5 e5 h6 Rxg6 h7 Rh6 h8=N Rxh8 Ke3 Rh3+ Ke4 Rh5 Ke3 Kc3 Ke4 d2 Kd5 d1=Q+ Kc6 Kc4 Kxb6 e4 Kc6 Qd5+ Kc7 Qc5+ Kd7 Rh7+ Ke6 Qd5+ Kf6 Rh6+ Kg7 Qh5 Kf8 Rf6+ Ke7 Qe5+ Kd7 Qd5+ Ke7 Qd6+ Ke8 Kd5 1/2-1/2,French Defense: Normal Variation,Normal
1723,d4 d5 Bf4 Bf5 Nf3 e6 e3 Nc6 a3 Nge7 c4 g6 Nc3 Bg7 c5 a6 b4 b5 cxb6 cxb6 Rc1 O-O Na4 Be4 Bd3 Bxf3 Qxf3 b5 Nc5 Nf5 Nxa6 Rxa6 Bxb5 Ncxd4 exd4 Nxd4 Qd3 Nxb5 Qxb5 Rxa3 O-O Qf6 Bd6 Rfa8 Bc5 Ra2 Qb7 h5 h3 g5 Rcd1 Qf5 Be3 h4 b5 g4 hxg4 Qxg4 Qc7 h3 Qh2 Qxg2+ Qxg2 hxg2 Kxg2 Rb2 b6 Be5 Rb1 Rxb1 Rxb1 d4 Bd2 Rb8 Ba5 Rb7 Kf3 Bd6 Ke4 e5 Kd5 Bb8 Kc6 Re7 b7 f5 Bb4 Rc7+ Kb6 d3 Bd6 Rxb7+ Kxb7 Bxd6 Kc6 Ba3 Rb3 d2 Rd3 Bc1 Kd5 e4 Rd4 Kg7 Ke5 Bb2 0-1,Queen's Pawn Game: Mason Attack,Normal
1506,d4 g6 Bf4 Nh6 e3 Bg7 Bxh6 Bxh6 Nf3 O-O Bd3 f5 c3 d5 Nbd2 a6 Qc2 b5 Ne5 Bb7 Ndf3 Nd7 h4 Nxe5 Nxe5 Bg7 h5 Bxe5 hxg6 Bg7 gxh7+ Kh8 Bxf5 c5 Be6 b4 Qg6 Rf6 Qg4 Qd6 Bg8 Rg6 Qf3 Rf8 Qh5 Rh6 Qg4 Rxh1+ 0-1,Modern Defense,Normal
1321,e4 c5 Nc3 Nc6 Nf3 d6 h3 a6 d3 e6 Be3 Be7 Qe2 Nf6 O-O-O O-O d4 cxd4 Bxd4 b5 a3 Qa5 e5 dxe5 Nxe5 Nxe5 Qxe5 Bxa3 Nxb5 axb5 Bxb5 Bb4 c3 Bd6 Qxd6 Qxb5 Kc2 e5 Bc5 Qa4+ Kd2 Ne4+ Ke1 Nxd6 0-1,Sicilian Defense: Closed Variation Traditional,Normal
1520,e4 g6 d4 Bg7 h4 e5 dxe5 Bxe5 Nf3 Nc6 Bb5 d6 h5 Bd7 Bg5 Nf6 hxg6 fxg6 Nh4 Rg8 Nc3 Be6 Qe2 Qd7 O-O-O O-O-O Nd5 Qg7 Rd3 Nxd5 exd5 Bxb2+ Kb1 Ba1 c3 Bxc3 Rxc3 Bxd5 Bxd8 Nxd8 Qc2 a6 Ba4 Qe7 Nf3 Be4 Rd3 0-1,Robatsch (Modern) Defense,Normal
1628,e4 e5 Nf3 Nc6 Bc4 Nh6 d3 f6 O-O Nd4 Nxd4 exd4 Bxh6 gxh6 Qh5+ Ke7 Qf7+ Kd6 Nd2 c6 e5+ fxe5 Ne4+ Kc7 a3 Kb8 b4 a6 Qh5 b5 Qxe5+ Kb7 Qxh8 bxc4 Qxd4 d5 dxc4 Qe7 Nc5+ Kc7 cxd5 Bg7 Qf4+ Kb6 Rae1 Qa7 Qe3 Kb5 Qd3+ Kb6 Na4+ Kc7 Re7+ Bd7 Rxg7 Re8 Qf5 1-0,Italian Game,Normal
1149,e4 e6 Nf3 d5 exd5 exd5 d4 c5 Ne5 c4 Qf3 f6 Qh5+ g6 Nxg6 Bg7 Nxh8+ Ke7 Qf7+ Kd6 Bf4+ Kc6 Nc3 Bxh8 b4 Qe7+ Qxe7 Nxe7 b5+ Kd7 g3 f5 0-1,French Defense: Knight Variation,Time forfeit
1372,e4 e5 Nf3 Nc6 Bb5 Nf6 Bxc6 bxc6 Nc3 Bb7 Nxe5 Bd6 Ng4 c5 Nxf6+ Qxf6 f3 Qg6 O-O Qh6 g3 g6 d4 Qh5 e5 Be7 Nb5 O-O Nxc7 Rac8 Nb5 Ra8 d5 f6 f4 fxe5 Qxh5 gxh5 fxe5 Rxf1+ Kxf1 Rf8+ Ke2 Bxd5 Bh6 Re8 Kd3 Rb8 c4 a6 cxd5 axb5 Bf4 Rf8 d6 Bd8 b3 Ba5 Ke4 c4 bxc4 bxc4 Rc1 c3 Rc2 Kf7 Rf2 Ke6 Kd3 Rc8 Rc2 Bb4 a3 Ba5 h3 Kd5 g4 hxg4 hxg4 Rg8 g5 Rb8 Bc1 Kxe5 Re2+ Kxd6 Kc2 Rg8 Bf4+ Kc6 Re5 d5 Re6+ Kc5 Be3+ d4 Re5+ Kb6 Bxd4+ Ka6 Bxc3 Bxc3 Kxc3 Kb6 Kb4 Kc7 a4 Kd6 Rb5 Kc7 a5 Rb8 Rxb8 Kxb8 Kc5 Ka7 Kd6 Ka6 Ke6 Kxa5 Kf6 Kb5 Kg7 Kc5 Kxh7 Kd5 Kg6 Ke6 Kh5 Ke7 Kg6 Ke6 Kh5 Kf7 g6+ Kg7 Kg5 Kg8 Kh6 Kf8 Kh7 Ke8 g7 Kf7 g8=Q+ Kf6 1/2-1/2,Ruy Lopez: Berlin Defense #2,Time forfeit
1470,e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 e6 Bc4 Bb4 O-O Nge7 a3 Bxc3 bxc3 d5 exd5 exd5 Bb5 O-O Re1 a6 Ba4 Bg4 Bf4 b5 Bc2 Ng6 Bg3 Qb6 h3 Bh5 Bxg6 fxg6 Qxd5+ Kh8 Re6 Bxf3 gxf3 Rac8 Bd6 Rf5 Qe4 Rg5+ Kh2 Qxf2+ Kh1 Qg2# 0-1,Sicilian Defense: Smith-Morra Gambit Accepted Pin Defense,Normal
1740,c4 e6 Nc3 Bb4 g3 Bxc3 bxc3 b6 Bg2 Nc6 e3 Nge7 Ne2 Ba6 c5 bxc5 O-O O-O d4 Rb8 Ba3 cxd4 cxd4 Re8 Re1 Bxe2 Qxe2 d6 Rac1 Qd7 e4 Nxd4 Qd3 e5 f4 Rec8 fxe5 dxe5 Rf1 Qe6 Bc5 Nec6 h4 Rb2 Kh2 Rd8 a3 Nf3+ Qxf3 f6 Rf2 Rdb8 Rcc2 Rxc2 Rxc2 Nd8 Bh3 Qe8 Rc4 Qf7 Qd3 Nc6 Qd5 Qxd5 exd5 Nd4 Bxd4 exd4 Rxd4 Rb3 Be6+ Kf8 d6 cxd6 0-1,English Opening: Agincourt Defense,Time forfeit
1658,d4 d5 c4 Nf6 Nc3 dxc4 e4 Nc6 d5 Ne5 f4 Bg4 Qa4+ Bd7 Qd1 Bg4 Qd4 c5 Qxc5 e6 Qb5+ Qd7 fxe5 1-0,Queen's Gambit Refused: Marshall Defense,Normal
